-0.002234	0.004535	0.022135	-0.001196	0.013681	0.001254	0.022618	0.023236	0.033157	0.043214	0.046416	0.058984	0.086060	0.065201	0.092569	0.086887	0.131244	0.112120	0.152017	0.148784	0.164699	0.176345	0.190075	0.213707	0.214492	0.253343	0.268954	0.257401	0.270986	0.308552	0.323700	0.343225	0.331371	0.363852	0.388669	0.421762	0.434234	0.431364	0.441739	0.463575	0.496643	0.508387	0.534187	0.554607	0.575049	0.600230	0.599401	0.645205	0.641184	0.652303	0.683149	0.713141	0.737556	0.743669	0.760542	0.797651	0.817347	0.823528	0.847133	0.875912	0.886019	0.906763	0.941947	0.963770	0.980712	0.983880	1.008549	1.042330	1.068183	1.063517	1.084556	1.133972	1.151354	1.155544	1.147275	1.163180	1.184441	1.163750	1.173714	1.170249	1.170031	1.153246	1.133606	1.106670	1.072839	1.053992	1.032278	0.971083	0.950366	0.949475	0.920033	0.871507	0.859609	0.815281	0.795211	0.782417	0.757973	0.771413	0.732468	0.713108	0.709006	
0.009360	0.020551	-0.003903	-0.008287	-0.005353	0.007815	0.039983	0.017622	0.048526	0.041530	0.070554	0.055617	0.087309	0.107683	0.107920	0.093715	0.105920	0.150729	0.135727	0.145117	0.192247	0.177724	0.209263	0.214867	0.226848	0.257448	0.279419	0.272567	0.295724	0.325295	0.336402	0.335380	0.364929	0.377674	0.410734	0.407142	0.424516	0.457794	0.467673	0.501017	0.530834	0.548497	0.549443	0.552536	0.587390	0.608791	0.632755	0.644566	0.659192	0.700329	0.697111	0.718590	0.746126	0.770206	0.787170	0.820519	0.837950	0.850368	0.872959	0.914678	0.913766	0.964545	0.991488	0.984346	1.028961	1.053739	1.071604	1.071837	1.107742	1.134361	1.150088	1.150723	1.164939	1.206528	1.191297	1.200864	1.230405	1.212151	1.230967	1.203852	1.202220	1.192261	1.157046	1.147805	1.132456	1.087802	1.043045	1.032247	1.006721	0.976419	0.927655	0.936928	0.889198	0.883705	0.831156	0.825034	0.812772	0.771729	0.761495	0.763228	0.728534	
0.015855	-0.011665	0.009276	0.027318	0.029748	0.019551	0.037896	0.043051	0.057554	0.067812	0.051753	0.056019	0.097356	0.104601	0.102714	0.131843	0.144325	0.148864	0.163741	0.185759	0.178924	0.208771	0.218956	0.209758	0.226363	0.277009	0.283097	0.302017	0.323597	0.333016	0.336887	0.346535	0.387396	0.409516	0.430876	0.442982	0.453631	0.471575	0.475188	0.500655	0.548185	0.536315	0.573343	0.579685	0.605687	0.633617	0.646813	0.666572	0.689209	0.734080	0.735553	0.754278	0.793220	0.788208	0.849265	0.854991	0.856198	0.908349	0.933034	0.929665	0.967407	0.999160	1.013388	1.042097	1.039536	1.096640	1.083238	1.131191	1.160334	1.153335	1.170389	1.222800	1.223685	1.251722	1.271075	1.280114	1.261126	1.269328	1.280803	1.282499	1.273861	1.257291	1.214244	1.210635	1.169164	1.133264	1.084753	1.052726	1.059767	1.009305	0.967253	0.959945	0.946264	0.912296	0.886440	0.879583	0.830609	0.804284	0.797903	0.789939	0.746873	
-0.007887	-0.017474	-0.005975	0.016631	0.025760	0.010637	0.044724	0.055410	0.059331	0.042292	0.058293	0.070784	0.098164	0.081135	0.101307	0.118506	0.125218	0.146972	0.158343	0.174145	0.194283	0.201959	0.199585	0.232438	0.253668	0.259461	0.272358	0.284894	0.331971	0.324590	0.371429	0.357995	0.388224	0.404049	0.438307	0.456933	0.484455	0.477831	0.524888	0.530842	0.565479	0.585409	0.600252	0.601620	0.636689	0.670611	0.676520	0.689308	0.738262	0.741255	0.773189	0.782438	0.832309	0.823711	0.878003	0.879368	0.886112	0.940888	0.952431	0.961138	1.000332	1.031746	1.050738	1.069906	1.099138	1.113337	1.155850	1.157725	1.195702	1.207049	1.210372	1.264994	1.268574	1.290636	1.304846	1.293180	1.308087	1.340528	1.340313	1.297955	1.320157	1.307859	1.281148	1.234747	1.196722	1.158234	1.153912	1.095361	1.072960	1.033884	1.030028	1.000714	0.950459	0.962663	0.902658	0.891813	0.867302	0.834780	0.827126	0.799082	0.773402	
0.007588	-0.011658	-0.012920	0.004477	0.016419	0.015862	0.016115	0.055973	0.035822	0.056445	0.079056	0.089299	0.088347	0.108447	0.090288	0.121850	0.126083	0.149868	0.157165	0.195937	0.186271	0.208235	0.207256	0.257635	0.255323	0.293186	0.287673	0.301444	0.327878	0.336302	0.354485	0.401587	0.420268	0.403769	0.447390	0.462042	0.499334	0.511789	0.531477	0.549729	0.558354	0.576858	0.599943	0.640971	0.661869	0.663206	0.705416	0.727549	0.743841	0.758275	0.790359	0.819246	0.841690	0.845291	0.877431	0.913013	0.952368	0.974157	1.002566	1.008270	1.033692	1.044075	1.088553	1.114246	1.122103	1.149308	1.162749	1.206767	1.239254	1.263661	1.276548	1.309290	1.319999	1.335112	1.337566	1.358257	1.356968	1.385607	1.352597	1.374917	1.339901	1.330826	1.306050	1.269143	1.247667	1.231907	1.168791	1.139283	1.128005	1.095614	1.080252	1.029767	1.012489	0.982555	0.942090	0.944003	0.923001	0.886249	0.875047	0.857481	0.803784	
0.018285	-0.000800	0.017273	0.011446	0.035063	0.009510	0.029126	0.053571	0.038095	0.057605	0.067320	0.071237	0.103576	0.085430	0.126107	0.114362	0.118725	0.155300	0.149487	0.189136	0.205006	0.212821	0.218235	0.242993	0.279508	0.297644	0.280461	0.337961	0.333242	0.358759	0.357065	0.414687	0.417118	0.454606	0.445960	0.458814	0.496459	0.529152	0.541929	0.575906	0.585792	0.606620	0.616150	0.651552	0.680812	0.690413	0.712779	0.728476	0.749157	0.780584	0.831498	0.836920	0.869379	0.887218	0.912850	0.956134	0.970319	0.980127	1.000720	1.032353	1.047998	1.094443	1.128068	1.132966	1.174467	1.197787	1.199821	1.237317	1.246777	1.290755	1.315040	1.342475	1.356215	1.366125	1.377261	1.392418	1.425069	1.425144	1.430991	1.412635	1.378173	1.370590	1.350517	1.312819	1.283201	1.250481	1.234362	1.205092	1.166047	1.117157	1.114669	1.074481	1.055257	1.030235	0.989987	0.975453	0.946208	0.912213	0.901397	0.860524	0.855604	
-0.013470	0.001804	0.022956	-0.007271	0.035099	0.021372	0.019838	0.032403	0.037935	0.043937	0.085955	0.074543	0.089813	0.091809	0.113241	0.134181	0.148435	0.165139	0.182753	0.187809	0.183499	0.211528	0.254179	0.267366	0.283298	0.293868	0.316962	0.344910	0.327240	0.383972	0.391434	0.401642	0.435596	0.453806	0.471623	0.475876	0.509029	0.523166	0.565299	0.589868	0.599309	0.635213	0.655292	0.658208	0.683310	0.721135	0.754421	0.781243	0.806835	0.793271	0.826816	0.851260	0.888129	0.917256	0.918100	0.970680	0.969897	1.031134	1.057142	1.069627	1.073580	1.132230	1.159849	1.156588	1.199033	1.235930	1.245247	1.266279	1.283505	1.315284	1.334731	1.371491	1.371482	1.406764	1.437640	1.442624	1.443562	1.433052	1.441122	1.466587	1.451959	1.416265	1.402709	1.380309	1.345100	1.311763	1.279718	1.238122	1.193832	1.177530	1.156806	1.106555	1.060116	1.041984	1.003718	0.983061	0.976123	0.927976	0.943021	0.916932	0.860751	
-0.010287	0.006585	0.004044	0.000222	0.025453	0.010437	0.047056	0.030744	0.036730	0.067309	0.056772	0.082396	0.109856	0.121271	0.109312	0.147181	0.161557	0.170934	0.176943	0.171260	0.216731	0.216217	0.251166	0.252149	0.261961	0.287600	0.327134	0.322452	0.352319	0.373591	0.408515	0.405586	0.437127	0.455290	0.491812	0.483505	0.518182	0.555287	0.551242	0.577572	0.624044	0.620749	0.664377	0.685923	0.728021	0.725205	0.757328	0.765153	0.809793	0.812656	0.876975	0.899169	0.914364	0.936760	0.969867	0.992189	1.026807	1.023390	1.060790	1.080855	1.128743	1.160551	1.186862	1.195192	1.212210	1.238328	1.295248	1.284305	1.325408	1.372013	1.389160	1.403840	1.422559	1.457859	1.449086	1.471693	1.477068	1.482523	1.485053	1.490835	1.463741	1.473281	1.461358	1.421863	1.372564	1.356350	1.333791	1.288569	1.223088	1.213484	1.165148	1.155736	1.123542	1.082318	1.045162	1.012780	1.021889	0.979483	0.943322	0.943919	0.909154	
0.007957	0.009228	0.006815	0.027189	0.007971	0.024425	0.042240	0.030462	0.054289	0.059273	0.084969	0.086891	0.098242	0.103274	0.124706	0.129484	0.154949	0.179664	0.184739	0.180950	0.224197	0.223613	0.261940	0.259677	0.264473	0.319250	0.318569	0.326337	0.371314	0.386222	0.390480	0.409252	0.462574	0.486415	0.504936	0.519043	0.542305	0.569900	0.565190	0.605398	0.616700	0.644666	0.692508	0.682307	0.726320	0.737339	0.778303	0.787425	0.829748	0.845318	0.894455	0.910102	0.946012	0.948244	0.974610	0.989194	1.048450	1.071671	1.094826	1.102290	1.124979	1.174202	1.200896	1.210882	1.269937	1.283666	1.298243	1.331662	1.357825	1.405421	1.431245	1.450571	1.454723	1.467197	1.485704	1.501402	1.538737	1.512977	1.527408	1.547397	1.530188	1.522372	1.502048	1.456346	1.411039	1.391910	1.351313	1.308408	1.275990	1.240462	1.215020	1.191517	1.159307	1.109556	1.101457	1.067960	1.043202	1.016825	0.976287	0.981306	0.945689	
0.014924	0.006012	0.017246	0.019812	0.012842	0.041720	0.042353	0.023652	0.038028	0.046143	0.085572	0.083108	0.085533	0.117372	0.136537	0.134694	0.168855	0.159177	0.182364	0.199003	0.227048	0.241278	0.240590	0.256457	0.287802	0.308874	0.346435	0.335010	0.358801	0.390469	0.393687	0.420634	0.459148	0.492880	0.500186	0.516071	0.530202	0.562919	0.573719	0.635746	0.629019	0.670885	0.684400	0.708979	0.745713	0.760417	0.782269	0.822096	0.840131	0.860242	0.907249	0.906756	0.930015	0.968703	1.009704	1.034456	1.072330	1.067263	1.101969	1.160356	1.173056	1.205873	1.221867	1.267807	1.264419	1.296019	1.350952	1.383418	1.376344	1.417965	1.453927	1.473802	1.488579	1.518842	1.524074	1.562715	1.580478	1.568525	1.586488	1.587173	1.551456	1.551273	1.535648	1.483831	1.481474	1.415643	1.378545	1.367265	1.321594	1.283462	1.245448	1.228389	1.171526	1.170275	1.137249	1.101203	1.090089	1.057387	1.030974	0.982132	0.958237	
